Url,Incorrect,Correct,Suggestion,Label
5-types-of-parallel-structure-problems.html," You can help not only position your organization for success when audited, but you can focus on protecting the sensitive information of your patients."," “You can not only help position your organization for success when audited, but you can also focus on protecting the sensitive information of your patients.”","Probably the the most common of problems with parallel structure is the mangling of “not only . . . but also” comparisons. When a verb sets up both the “not only” point and the “but also” counterpoint, it must precede “not only” so that it is not bound up with the first point and the “but also” phrase can therefore share it. Conversely, when each phrase contains its own verb, as here, one verb must follow “not only” and the other verb must follow “but also”", - Parallel-Structure Problems
5-types-of-parallel-structure-problems.html," She is as foolish, if not more foolish than, her fans."," “She is as foolish as, if not more foolish than, her fans.”","When a parenthetical phrase appears in a sentence, be sure that the sentence remains grammatically valid without it. When the interjection “if not more foolish than” is omitted from this sentence, what remains “She is as foolish her fans.” Because that sentence requires a second , it belongs there when the parenthetical is included as well", - Parallel-Structure Problems
5-types-of-parallel-structure-problems.html," Employers can better communicate with this rapidly growing generation to increase their interest and retention of health, safety and loss-prevention training."," “Employers can better communicate with this rapidly growing generation to increase their interest in and retention of health and safety loss-prevention training.” (The second prepositional phrase, bundled with , can be parenthesized with commas, but the punctuation is not necessary.)","Another common error in parallel structure is to assume that two nouns can share a preposition, when each requires its own. Here, “retention of” is a correct prepositional phrase, but ; it requires its own idiomatic partner", - Parallel-Structure Problems
5-types-of-parallel-structure-problems.html," They called him sexist, racist, and highlighted his contentious relationship with the industry."," The person is sexist, the person is racist, and the person has a contentious relationship with the industry; observers are said to have labeled him with the first two negative qualities and emphasized a third factor. Just as the statement preceding the sentence you are reading right now has three verbs in the first clause, the original sentence requires a verb for each point. Better yet, the first two can be joined with a conjunction, rather than divided by a comma, so that they can share : “They called him sexist and racist and highlighted his contentious relationship with the industry.”",This sentence makes three points, - Parallel-Structure Problems
5-types-of-parallel-structure-problems.html, Enforcement actions by regulators in the United Kingdom are usually less severe in comparison to the United States., “Enforcement actions by regulators in the United Kingdom are usually less severe in comparison to those in the United States.”,"Sometimes, the absence of a word or phrase renders a comparison incomplete. Here, enforcement actions are being faultily compared to a nation. For enforcement actions in one nation to be compared to enforcement actions in another nation, the detail, or a paraphrase of it (in this case, “those of”) must be reiterated", - Parallel-Structure Problems
5-types-of-phrasal-adjectives-that-require-hyphens.html, That’s a totally played out joke we’ve seen a million times before.," “That’s a totally played-out joke we’ve seen a million times before.” (This strategy eliminates the possibility that readers will be confused about the meaning of the sentence, asking themselves, “How is an out joke played?”)","Unless two or more words that modify a noun constitute a standing phrase (such as “real estate” in “My sister is a real estate agent”), those words should be linked with one or more hyphens", - Phrasal Adjectives That Require Hyphens
5-types-of-phrasal-adjectives-that-require-hyphens.html, Police are seeking stun-gun wielding bandits who robbed beer from a convenience store.," “Police are seeking stun-gun-wielding bandits who robbed beer from a convenience store.” (Again, this form clarifies that the last two words in the phrase “stun-gun-wielding bandits” do not constitute a noun phrase; the sentence is not about the stun-gun subtype of a criminal called a wielding bandit.)","When one of the elements of a phrasal adjective itself is an open compound, as in “stun gun” here, writers sometimes correctly link the words in that compound but neglect to include one between that noun turned adjective and the adjective itself, an omission rectified here", - Phrasal Adjectives That Require Hyphens
5-types-of-phrasal-adjectives-that-require-hyphens.html," During this time, he started developing his man of action persona."," “During this time, he started developing his man-of-action persona.” (This style compartmentalizes “man of action” into a single idea to aid in quick comprehension.)",Phrasal adjectives of the noun-preposition-noun form follow the same rule, - Phrasal Adjectives That Require Hyphens
5-types-of-phrasal-adjectives-that-require-hyphens.html, He was signed to a $10 million a year contract., “He was signed to a $10 million-a-year contract.”,"When a reference to a large amount of money modifies a noun, the number and the order of magnitude are not hyphenated (“$10 million contract”). However, the value “$10 million” is part of a phrasal adjective here, so it and the other two elements (a and year) must be linked", - Phrasal Adjectives That Require Hyphens
5-types-of-phrasal-adjectives-that-require-hyphens.html," His resurrection came with unintended consequences, as is always the case in this sort of it’s not nice to fool Mother Nature morality tale. "," “His resurrection came with unintended consequences, as is always the case in this sort of it’s-not-nice-to-fool-Mother-Nature morality tale.”","When an extended phrasal adjective that consists of a stock statement, as above, is not formatted as a modifying phrase, it cannot easily be identified as such until the reader reaches the end of the sentence, creating a significant obstacle to narrative flow. So that the sentence need not be reread for comprehension, unify the entire phrase", - Phrasal Adjectives That Require Hyphens
5-types-of-problems-with-parenthetical-punctuation.html," Nextdoor, the popular neighborhood social-networking site that people use to share neighborly news too often reflects the racial biases and prejudices of its users."," “Nextdoor, the popular neighborhood social-networking site that people use to share neighborly news, too often reflects the racial biases and prejudices of its users.”","When an appositive of a noun or a noun phrase—an appositive is a word or phrase equivalent in meaning to the noun—precedes or follows the noun, the description must be treated as a self-contained phrase bracketed by punctuation", - Problems with Parenthetical Punctuation
5-types-of-problems-with-parenthetical-punctuation.html," Six objects in the icy Kuiper Belt, or Twilight Zone at the far reaches of the solar system, appear to be influenced by an as-yet-undiscovered planet."," “Six objects in the icy Kuiper Belt, or Twilight Zone, at the far reaches of the solar system, appear to be influenced by an as-yet-undiscovered planet.”","Here, the punctuation erroneously identifies “Twilight Zone at the far reaches of the solar system” as the appositive of “Kuiper Belt,” but only “Twilight Zone” serves that function; “at the far reaches of the solar system” is merely another parenthetical phrase, which must also be set off from the rest of the sentence", - Problems with Parenthetical Punctuation
5-types-of-problems-with-parenthetical-punctuation.html," He discovered one of these six objects more than a decade ago, Sedna, a large minor planet way out there on the solar system’s frontier."," “He discovered one of these six objects more than a decade ago: Sedna, a large minor planet way out there on the solar system’s frontier.”","This sentence’s punctuation suggests that  is an appositive, a type of parenthetical. To give readers a sense of relative importance, one of the two commas should be changed to another punctuation mark to erase the implication that they have the same organizational weight. The clearest solution is to use a colon in place of the first comma to set up the description of what “one of these six objects” is", - Problems with Parenthetical Punctuation
5-types-of-problems-with-parenthetical-punctuation.html," Twitter’s product head Kevin Weil, media head Katie Jacobs Stanton, senior vice president of engineering Alex Roetter, and Vine head Jason Toff are all leaving the company."," “Twitter product head Kevin Weil, media head Katie Jacobs Stanton, senior vice president of engineering Alex Roetter, and Vine head Jason Toff are all leaving the company.”","To associate the series of appositives in this sentence, all names should be set off with commas, but that more than doubles the number of punctuation marks, which clutters the sentence. Better yet, simply change the possessive form of the company name to its base form, so that “Twitter product head” and the subsequent equivalent titles become simple descriptive phrases, thus eliminating the need for parenthetical pairs of commas", - Problems with Parenthetical Punctuation
5-types-of-problems-with-parenthetical-punctuation.html," Engineering—figuring out how to do something—is the motivation, while repetition—making the same type of components over and over again—slows him down."," “Engineering (figuring out how to do something) is the motivation, while repetition (making the same type of components over and over again) slows him down.”","Using more than one set of dashes to bracket parenthetical comments in one sentence may confuse the reader, so use parentheses instead when two or more parallel parenthetical elements are involved", - Problems with Parenthetical Punctuation
5-types-of-punctuation-problems.html, He has no clue period.," “He has no clue, period.”","What is a clue period? There is no such thing. The person in question has no clue, and the speaker or writer emphasizes the point by appending the word  to the sentence to suggest finality; this tag word must be separated from the main clause by a comma to clarify its nonessential nature", - Punctuation Problems
5-types-of-punctuation-problems.html," It was the kind of dialogue sitcom writers aspire to create, only it was a real conversation."," “It was the kind of dialogue sitcom writers aspire to create—only, it was a real conversation.”", does not appear to be parenthetical because it is bracketed by a pair of commas, - Punctuation Problems
5-types-of-punctuation-problems.html, The reality is no industry is exempt from at least assessing the implications of the new standard.," “The reality is, no industry is exempt from at least assessing the implications of the new standard.” (Alternatively,  can replace the punctuation: “The reality is that no industry is exempt from at least assessing the implications of the new standard.”)","A phrase like “the reality is” sets up the main clause of the sentence, so it must be set off from the statement", - Punctuation Problems
5-types-of-punctuation-problems.html, She was one of just a handful of delegates who were willing to speak to the media as many fear for the safety of family still living in North Korea.," “She was one of just a handful of delegates who were willing to speak to the media, as many fear for the safety of family still living in North Korea.”","As could be misunderstood to mean “while,” so a comma must be inserted between the main clause and the dependent clause to clarify that it is standing in for ", - Punctuation Problems
5-types-of-punctuation-problems.html, The adoption of the technology hasn’t moved more quickly because there remains a general lack of understanding about it.," “The adoption of the technology hasn’t moved more quickly, because there remains a general lack of understanding about it.” (Better yet, invert the sentence and adjust the wording of the main clause as needed: “Because there remains a general lack of understanding about the technology, its adoption has been slow.”)","This sentence presents a miscue—the potential for reader misunderstanding because the uninterrupted nature of the sentence implies that an explanation of why the technology adoption has moved more quickly will follow. To clarify that no such information is forthcoming, break the sentence before the conjunction", - Punctuation Problems
5-types-of-redundancy.html, Many of them are between the ages of 15 and 35 years old., “Many of them are between 15 and 35 years old” or “Many of them are between the ages of 15 and 35.”,“The ages of” and “years old” serve the same purpose—to identify what the numbers 15 and 35 signify—so use one or the other, - Redundancy
5-types-of-redundancy.html," Despite differences between millennials and Generation Z, both share the same workplace learning needs."," “In addition, financial institutions should consider having teams that provide oversight at regional or global level” or “Financial institutions should also consider having teams that provide oversight at regional or global levels.”"," is redundant to “in addition,” so use one or the other", - Redundancy
5-types-of-redundancy.html," He hosted an educational television program from 1993 to 1998, and he also wrote several books on scientific topics."," “He hosted an educational television program from 1993 to 1998, and he wrote several books on scientific topics.” (Another option is to slightly simplify the sentence: “He hosted an educational television program from 1993 to 1998 and wrote several books on scientific topics.” Alternatively,  is deleted, which requires, however, that a semicolon supplant the comma: “He hosted an educational television program from 1993 to 1998; he also wrote several books on scientific topics.”)", is extraneous, - Redundancy
5-types-of-redundancy.html," His account was bolstered by Jones, who, like Smith, also relies on communications with a network of family and acquaintances still in the city."," “His account was bolstered by Jones, who, like Smith, relies on communications with a network of family and acquaintances still in the city.”", is superfluous, - Redundancy
5-types-of-unnecessary-hyphenation.html, He adds that cities should be forced to follow a federally-defined law pertaining to what kinds of benefits restaurants should be required to provide to their employees.," “He adds that cities should be forced to follow a federally defined law pertaining to what kinds of benefits restaurants should be required to provide to their employees.” (However, flat adverbs—those lacking the  ending—are hyphenated to an adjective when the adverbial phrase precedes a noun, such as “high ranking.”","Because adverbial phrases such as “federally defined” (where the adverb , “federally defined” is not hyphenated", - Unnecessary Hyphenation
5-types-of-unnecessary-hyphenation.html, Most of them are small- and medium-sized cities many people may never have heard of., “Most of them are small and medium-sized cities many people may never have heard of.”, is erroneous, - Unnecessary Hyphenation
5-types-of-unnecessary-hyphenation.html, The film was among the highest-grossing that year.," “The film was among the highest grossing that year.” (Alternatively, retain the hyphen but insert a synonym for the noun after the phrasal adjective, as in “The film was among the highest-grossing releases that year.”)",A phrasal adjective is generally not hyphenated when it follows the noun it modifies, - Unnecessary Hyphenation
5-types-of-unnecessary-hyphenation.html, The developers proposed to phase-in that part of the project over the course of several years.," “The developers proposed to phase in that part of the project over the course of several years.” (This error likely exists as a result of a confusion of the phrase with its use as an adjectival phrase, where a hyphen is valid, and as the noun .)","“Phase in” consists of a verb and a preposition, which have no need of a hyphen to signal their interrelationship", - Unnecessary Hyphenation
5-types-of-unnecessary-hyphenation.html, Jones is a past-president of the organization., “Jones is a past president of the organization.”,"In this sentence, , and as such, it should not be attached to the word it modifies", - Unnecessary Hyphenation
5-ways-to-combine-sentences.html, A gray Cadillac hearse pulled into the ranch Saturday afternoon and left about 5 p.m. The hearse came from the Alpine Memorial Funeral Home., “A gray Cadillac hearse from the Alpine Memorial Funeral Home pulled into the ranch Saturday afternoon and left about 5 p.m.”,"Often, as here, additional information about something introduced in one sentence is relegated to a subsequent sentence when it could easily be integrated as a modifying phrase into the first sentence",
5-ways-to-combine-sentences.html," Bennett told a reporter, “I have a feeling of being used.” Bennett had helped instill stability in the burgeoning franchise and felt blindsided by the move."," “Bennett, who had helped instill stability in the burgeoning franchise and felt blindsided by the move, told a reporter, ‘I have a feeling of being used.’”","Here, additional information is inserted parenthetically",
5-ways-to-combine-sentences.html," An NFL hat trick has been done only seven times in the history of the league. To achieve this feat, a player must pass, run, and catch a touchdown in the same game."," “An NFL hat trick, in which a player passes, runs, and catches a touchdown in the same game, has been done only seven times in the history of the league.”","Here’s another example of two sentences that can be combined with a parenthetical insertion, with a more substantial revision of the second sentence’s beginning phrase to integrate smoothly into the main clause",
5-ways-to-combine-sentences.html," Atlanta’s quest to become a perennial power was stunted yet again in 1982, this time due to a 57-day-long players’ strike. The strike caused the regular season to be cut to just nine games."," “Atlanta’s quest to become a perennial power was stunted yet again in 1982, this time due to a 57-day-long players’ strike that caused the regular season to be cut to just nine games.”",Another option is to tack the additional information onto the end of the sentence as a modifying phrase,
5-ways-to-combine-sentences.html, It is this solid foundation that prepares the firm for a transformation into agile risk management. Agile risk management focuses on how risk management building blocks can be embedded and designed within business processes.," “It is this solid foundation that prepares the firm for a transformation into agile risk management, which focuses on how risk management building blocks can be embedded and designed within business processes.”","In this sentence, as in the previous one, a term introduced at the end of a sentence is clumsily repeated immediately as the first part of the next sentence. To avoid awkward repetition, convert the second sentence into a subordinate clause of the first sentence by replacing the period after the first sentence with a comma and inserting  in place of the repeated word or phrase",
5-ways-to-keep-parallel-lists-on-track.html," “The game received prominent coverage in the video game media, high overall scores from professional reviewers, and has sold more than two million copies.”"," “The game received prominent coverage in the video game media, earned high overall scores from professional reviewers, and has sold more than two million copies.” (Or “The game received prominent coverage in the video game media and high overall scores from professional reviewers and has sold more than two million copies.”)",All items in a series must be accompanied by their own verbs or must share one — there’s no middle ground,
5-ways-to-keep-parallel-lists-on-track.html," “It is fun, safe, convenient, saves energy, and a great place to meet and make new friends.”"," “It is fun, safe, convenient, energy efficient, and a great place to meet and make new friends.” (Alternatively, tack the item on to the end of the sentence: “It is fun, safe, convenient, and a great place to meet and make new friends — and it saves energy, too!”)","In this variation of the error illustrated in the first example, a list item equipped with its own verb is inserted among other items sharing a verb at the head of the sentence. Convert the errant item to a consistent form",
5-ways-to-keep-parallel-lists-on-track.html," “There is an outdoor patio with picnic tables and barbecue, a fire pit with Adirondack chairs, walking trails, and beach access.”"," “There is an outdoor patio with picnic tables and a barbecue, walking trails, and beach access, and a fire pit with Adirondack chairs.” (Also, I don’t understand why writers are so niggardly with the article a/an in run-in lists; I inserted one before .)","This construction implies that the fire pit has Adirondack chairs, walking trails, and beach access. To avoid implying a nonexistent association, relegate a complex list item among a string of simple items to the end of the sentence",
5-ways-to-keep-parallel-lists-on-track.html," “Many animals such as deer, raccoon, coyote, fox, an occasional bobcat, mountain lion, and many bird species call this area home.”"," “Many animals such as deer, raccoons, coyotes, foxes, mountain lions (and an occasional bobcat), and many bird species call this area home.”","This sentence’s first item is an animal name that is identical in singular and plural form, and the wording of the head of the sentence suggests that all references to animals to follow will be in plural form. They’re not, and then “an occasional bobcat” distracts the reader, followed by a disorienting plural. Make the animal names consistently plural (with the necessary exception set aside as a parenthetical)",
5-ways-to-keep-parallel-lists-on-track.html," “Miles of trails provide access through rugged chaparral, woodlands, fields, streams, a lake, and provide spectacular views.”"," “Miles of trails provide spectacular views, and provide access through woodlands, fields, and  as well.)","Everything’s fine until you hit the water, and suddenly “miles of trails” is no longer relevant, except that it is for the final phrase. Retrofit the sentence to support its ideas",
5-ways-to-make-a-sentence-more-concise.html," As you establish your policies, it is recommended that you develop a comprehensive list of business activities."," “As you establish your policies, develop a comprehensive list of business activities.” (Other words that signal an expendable phrase are .)","When offering recommendations, avoid overly polite entreaties, and simply state the advice as an imperative",
5-ways-to-make-a-sentence-more-concise.html, Nearly all of the processes and steps conducted during this phase were planned in the early stages., “Nearly all processes and steps conducted during this phase were planned in the early stages.”,"In “all of the” phrases,  can often be safely omitted as well",
5-ways-to-make-a-sentence-more-concise.html," IPO activity has increased over the past few years, and that presents a great advantage for the company.", “The increase in IPO activity over the past few years presents a great advantage for the company.”,"Be alert for opportunities to condense sentences consisting of two independent clauses into a simple statement. Here, what was an introduced observation is recast as an acknowledged phenomenon, changing the subject from “IPO activity” to “the increase in IPO activity”",
5-ways-to-make-a-sentence-more-concise.html, Organizations can realize tremendous value from risk management in a cost-effective and efficient way., “Organizations can cost-effectively and efficiently realize tremendous value from risk management.”,"The presence of , or any similar vague noun) at the end of a sentence signals a sentence in need of abbreviation. Simply dismantle the phrase that ends with the noun and convert the adjectives that precede the noun into adverbs",
5-ways-to-make-a-sentence-more-concise.html, There are core sets of critical activities and critical communications that must be performed at this stage., “Core sets of critical activities and critical communications must be performed at this stage.”,"When a sentence or clause begins with an expletive (“There is/are” or “It is/They are”), consider omitting the phrase and beginning the sentence with the noun or noun phrase that follows (and delete the now-extraneous that that follows the subject)",
5-ways-to-set-smothered-verbs-free.html, “The companies acted as financial sponsors for the shows featuring their character toys.”," Find the suffocated verb.  can be a verb as well as a noun. But only one verb is necessary, so toss out the passive one (and any other extraneous words): “The companies sponsored the shows featuring their character toys.”",Step one,
5-ways-to-set-smothered-verbs-free.html, “The primary focus of this workshop is recent developments in computer scanning.”," If you can easily excise a verb that is a form of “to be” (often, as in this case, ), do it, because the unsmothered verb will always be stronger than the weak link that is is: “This workshop focuses on recent developments in computer scanning.”","The previous sample sentence started out well, but this one’s subject is not the main event. It’s all about the workshop, so let’s start there. For further fixes, remember this rule of thumb",
5-ways-to-set-smothered-verbs-free.html," “Before the commencement of the program, there was a brunch served for the guests.”"," “Before the program commenced, guests were served brunch.”","Another weak link is the phrase “of the”; the simple solution is to reverse the order of the words preceding and following this phrase, change the noun to a verb, and ditch the two weak little words",
5-ways-to-set-smothered-verbs-free.html, “There was a strong disagreement between the two sides over the estimate of damages.”," They start with “There is” or “There are.” Again, cut to the chase. Find the real subject and start there: “The two sides disagreed strongly over damage estimates.”",Weak sentences frequently have one feature in common,
5-ways-to-set-smothered-verbs-free.html, “The engineers could not provide an explanation for the malfunction.”," “The engineers could explain the malfunction.” Phrases written on the model of “(verb) a/an (noun),” as here (“provide an explanation”) are signs of smothering.",What did the engineers hope to do? What action had they been expected to take? They set out to explain. So say that,
5-words-often-mistakenly-used-in-place-of-others.html," Given punk rock’s innate tendency to flaunt convention, the style fits the subject matter in its own roughshod sort of way."," “Given punk rock’s innate tendency to flout convention, the style fits the subject matter in its own roughshod sort of way.”",", a verb meaning “show disregard for”",
5-words-often-mistakenly-used-in-place-of-others.html, Others honed in on what they consider the company’s poor customer service and monopolistic tendencies., “Others homed in on what they consider the company’s poor customer service and monopolistic tendencies.”,", as a verb meaning “proceed” or “direct attention toward”",
5-words-often-mistakenly-used-in-place-of-others.html, She had been the principle trial attorney for the public defender’s office., “She had been the principal trial attorney for the public defender’s office.”,"Both , which can be a noun that refers to a key or leading person or to an amount of money, is also an adjective meaning “most important,” as in this sentence",
5-words-often-mistakenly-used-in-place-of-others.html, They were fulfilling a central tenant of the democracy envisioned by our founders., “They were fulfilling a central tenet of the democracy envisioned by our founders.”,"Though , meaning “hold,” the former refers to someone who rents or leases property, while the latter, meaning “principle,” is the correct choice for this sentence",
5-words-often-mistakenly-used-in-place-of-others.html, Her deep-seeded resentment erupted one day in a spontaneous burst of indignation., “Her deep-seated resentment erupted one day in a spontaneous burst of indignation.”,"“Deep seeded” seems to make sense in a reference to an emotion that is submerged in someone’s psyche, but there is no such idiom; the correct phrase is “deep seated”",
6-problems-with-punctuation.html," One man jumped on a police car, leaving its front and rear windows smashed and the top dented in and other protesters sprayed graffiti on another law enforcement vehicle."," “One man jumped on a police car, leaving its front and rear windows smashed and the top dented in, and other protesters sprayed graffiti on another law enforcement vehicle.”","The description of the effects of the man’s actions constitute a parenthetical phrase inserted into the main clause, which is “One man jumped on a police car, and other protesters sprayed graffiti on another law enforcement vehicle.” The parenthesis requires punctuation at the end as well as at the beginning", - Punctuation
6-problems-with-punctuation.html," Security-monitoring techniques, that highlight potential incidents and enable a real-time response from the organization, are becoming increasingly important."," “Security-monitoring techniques that highlight potential incidents and enable a real-time response from the organization are becoming increasingly important.” (If all security-monitoring characteristics had these capabilities, then that phrase would be a parenthetical one that provides additional information to the sentence, but that would have to be replaced by  to signal that nonessential information follows: “Security-monitoring techniques, which highlight potential incidents and enable a real-time response from the organization, are becoming increasingly important.”)","The phrase located between the commas is not parenthetical; it is essential to the meaning of the sentence in describing exactly which type of security monitoring techniques are being discussed, so no punctuation should interfere", - Punctuation
6-problems-with-punctuation.html," Quarterback Peyton Manning threw for 290 yards and a touchdown, and perhaps more importantly, was not sacked all day."," “Quarterback Peyton Manning threw for 290 yards and a touchdown and, perhaps more importantly, was not sacked all day.”","No comma is required after , because what follows is not an independent clause. However, “perhaps more importantly” is a parenthetical phrase, so a comma should precede it", - Punctuation
6-problems-with-punctuation.html, Style comes from the characteristics that make one garment—a piece of clothing—or accessory—a nonessential item that you wear or carry—different from another.," “Style comes from the characteristics that make one garment (a piece of clothing) or accessory (a nonessential item that you wear or carry) different from another.” (Note that using commas in place of dashes is not an improvement, because the sentence organization is still confusing: “Style comes from the characteristics that make one garment, or piece of clothing, or accessory, or nonessential item that you wear or carry, different from another.”)","Too many instances of the same punctuation mark can confuse the reader because the sentence does not provide distinctive cues about its organization and the hierarchy of information presented. If a sentence has more than one parenthetical phrase (in this case, the definitions of ), open and closed parentheses, which face each other and more obviously set off what appears between them, should supplant dashes or commas", - Punctuation
6-problems-with-punctuation.html," I’ve been there before, I found it overrated."," “I’ve been there before; I think it’s overrated.” (Alternatively, the sentence could be divided into two separate sentences, or a conjunction could replace the punctuation: “I’ve been there before, but I think it’s overrated.”)","Here a semicolon, rather than a comma, is required, because the sentence consists of two independent clauses", - Punctuation
6-problems-with-punctuation.html," Last year, a man agreed to give up his $6,000 drone system and promise not to fly a drone for three years. . . . Last month the FAA announced there are now more registered drone operators in the United States than there are registered manned aircraft."," “Last year, a man agreed to give up his $6,000 drone system and promise not to fly a drone for three years. . . . Last month, the FAA announced there are now more registered drone operators in the United States than there are registered manned aircraft.” The same rule applies for any other style, such as how a list is punctuated; if one list is punctuated, for example, “lock, stock, and barrel,” another should not be styled, for example, “rock, paper and scissors.”","If one short introductory phrase is followed by punctuation, any similar construction within a piece of writing should adhere to this style", - Punctuation
7-examples-of-passive-voice.html, “There is a considerable range of expertise demonstrated by the spam senders.”, “The spam senders demonstrate a considerable range of expertise.”,"The actors in this little drama are the spam spenders — or, to be more active, the spam senders are the actors in this little drama. Direct them center stage, and send the weak “there is” opening packing to the provinces", - Passive Voice (And How To Fix Them)
7-examples-of-passive-voice.html, “It was determined by the committee that the report was inconclusive.”, “The committee determined that the report was inconclusive.”,"Again, the subject is weak and indeterminate. Two actors, the committee and the report, are vying for the lead role here, but  the head of the sentence would be to replace one passive sentence with another. Attend to the actors", - Passive Voice (And How To Fix Them)
7-examples-of-passive-voice.html, “We were invited by our neighbors to attend their party.”, “Our neighbors invited us to attend their party.”," as a sentence opener, but “our neighbors” is stronger still", - Passive Voice (And How To Fix Them)
7-examples-of-passive-voice.html, “Groups help participants realize that most of their problems and secrets are shared by others in the group.”, “Groups help participants realize that others in the group share most of their problems and secrets.”,This sentence starts off actively but then turns and bellies up in the middle; emphasizing “others in the group” over “most of their problems and secrets” makes the sentence more active, - Passive Voice (And How To Fix Them)
7-examples-of-passive-voice.html, “The proposed initiative will be bitterly opposed by abortion rights groups.”, “Abortion rights groups will bitterly oppose the proposed initiative.”,"The content may be about the proposed initiative, but that doesn’t preclude given a sentence about it a more dynamic structure", - Passive Voice (And How To Fix Them)
7-examples-of-passive-voice.html," “Minor keys, modal movement, and arpeggios are shared by both musical traditions.”"," “Both musical traditions share minor keys, modal movement, and arpeggios.”","The writer is detailing key information at the head of this sentence, but starting off with the context is stronger", - Passive Voice (And How To Fix Them)
7-examples-of-passive-voice.html," “In this way, the old religion was able to survive the onslaught of new ideas until the old gods were finally displaced by Christianity.”"," “In this way, the old religion was able to survive the onslaught of new ideas until Christianity finally displaced the old gods.” Perhaps the newcomer, , should also come later in the sentence.","Remember when I wrote that not every passive voice should be targeted for reconstruction? This sentence is more active, but no more correct", - Passive Voice (And How To Fix Them)
7-more-fixes-for-dangling-modifiers.html," “While going to the bar one last time, my ‘Mike Johnson’ campaign sign accidentally falls out of my jacket pocket.”"," “While I’m going to the bar one last time, my ‘Mike Johnson’ campaign sign accidentally falls out of my jacket pocket.” (Also, the quotation marks around the candidate’s name are optional, but because those words are presumably featured on the sign, the marks are appropriate.)","The writer’s “Mike Johnson” campaign sign has obviously gone to the bar too many times already if it can’t prevent itself from falling out of his jacket pocket. The writer must introduce themselves into the modifier to make it clear that they, not the sign, are frequenting the bar",
7-sentences-energized-by-elegant-variation.html, “Finding a job at 55 is much harder than finding a job in your 40s.”, “Finding a job at 55 is much harder than landing one in your 40s.”,"Sentences like this aren’t wrong; they’re just a bit flat, and it doesn’t take much to pep them up a bit",
7-sentences-energized-by-elegant-variation.html, “There’s a preponderance of knowledge workers working as contract workers.”, “There’s a preponderance of knowledge workers employed as contractors.”,Save some work with synonyms,
7-sentences-energized-by-elegant-variation.html," “The company is launching a new shelter magazine aimed at women in their 30s, while American Media is developing a shelter magazine for women in their 20s and 30s.”"," “The company is launching a new shelter magazine aimed at thirtysomething women, while American Media is developing a home-themed title for those in their 20s and 30s.”",Two pairs of duplicate usage spiff up this sentence,
7-sentences-energized-by-elegant-variation.html," “New Jersey’s cops stopped doing consent searches, in which a cop asks a driver for permission to search the driver’s vehicle.”"," “New Jersey’s cops stopped doing consent searches, in which a police officer asks a driver for permission to look around in the motorist’s vehicle.”",That sentence sports a tired trifecta. Not only is repetition of ,
7-sentences-energized-by-elegant-variation.html, “He said he was afraid to listen to President Bush’s speech because he was “afraid Bush would announce he was going to repeal the Fourteenth Amendment.”, “He said he was reluctant to listen to President Bush’s speech because he was “afraid Bush would announce he was going to repeal the Fourteenth Amendment.”,I’m afraid that the reappearance of afraid is diminished by its previous use,
7-sentences-energized-by-elegant-variation.html," “Administrators requested waivers for regular students, special-education students, adult students, and students in continuation schools.”"," “Administrators requested waivers for regular , special-education pupils, adult learners, and kids in continuation schools.",Send this writer back to school to come up with some other words for students,
7-sentences-energized-by-elegant-variation.html," “When Brubeck chauffeured Milhaud, who didn’t drive, to the 1947 premiere, the composer drove the young musician to, as he said, ‘be true to your instincts’ and ‘sound like who you really are.’”"," “When Brubeck chauffeured Milhaud, who didn’t drive, to the 1947 premiere, the composer pushed the young musician to, as he said, ‘be true to your instincts’ and ‘sound like who you really are.’”","Oh, my. The writer deftly employed  to achieve elegant variation in the literal sense of operating a car but then crashed farther down the road. Using two meanings of the same word (or even separate tense inflections) is a collision of comprehension",
7-solutions-for-repetitive-sentence-structure.html," “Six models are available, from a one-bedroom bungalow for $81,000 to a three-bedroom, two-story city house for about $200,000.”"," “Six models are available, from an $81,000 one-bedroom bungalow to a three-bedroom, two-story city house priced in the low $200,000s.”","Avoid the “this for that, this for that” structure of this sentence by varying the second phrase",
7-solutions-for-repetitive-sentence-structure.html," “Locations range from Sonoma, Berkeley, and Crockett in the San Francisco Bay Area to Shelter Island in Washington State.”The “this in that” repetition here is resolved by flipping the city/state order of the second element by using the possessive form of the larger geographic element: “Locations range from Sonoma, Berkeley, and Crockett in the San Francisco Bay Area to Washington State’s Vashon Island.”3. “Her designs include the Vitra company’s fire station in Weil am Rhein, Germany, the Mind Zone at the Millennium Dome in London, and a tram station and car park in Strasbourg, France.”"," “Her designs include the Vitra company’s fire station, in Weil am Rhein, Germany; the Mind Zone, at London’s Millennium Dome; and a Strasbourg, France, tram station and car park.”",Introducing variations in this reference to buildings in various locations reduces the number of prepositions from four to two,
7-solutions-for-repetitive-sentence-structure.html, “The story bridges the stylistic gap between the dreams of Tim Burton and the nightmares of David Lynch.”, “The story bridges the stylistic gap between the dreams of Tim Burton and David Lynch’s nightmares.”,"The fix in the second example, above, can be applied to names of people as well as those of places",
7-solutions-for-repetitive-sentence-structure.html," “They range from venerable standards such as House Beautiful, with a circulation of 7.6 million, to the local up-and-comer, Dwell, with a circulation of about 250,000.”"," “They range from venerable standards such as , which has a readership of about 250,000.”",Substitution of “which has” for a weak  and elegant variation of one word strengthens this sentence,
